Match Number,Team Number,Starting Location,Initiation Line,Auto Balls [Low],Auto Balls [1],Auto Balls [2/3],Auto Balls [4],Auto Balls [5],Auto Balls [6],Auto Balls [Acquired],Auto End Location,Tele Balls [Low],Tele Balls [1],Tele Balls [2/3],Tele Balls [4],Tele Balls [5],Tele Balls [6],Wheel Spin,Wheel Color Match,Defender,Target,Endgame,Rung Level,Foul Points,Tech Foul Points,Alliance Color,Key creation successful!
61,4758,Left of Goal,1,0,0,0,0,0,0,None,Goal Zone,1,0,0,0,0,0,0,0,None,None,None,1,0,0,red,
62,8280,Right of Goal,1,0,0,0,0,0,0,None,Alliance Trench,0,0,0,0,0,0,0,0,Light,None,Park,1,0,0,red,
64,7145,Inline with Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,0,0,0,0,0,0,0,Light,None,Park,1,0,1,red,
65,835,Inline with Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,None,None,None,0,0,0,red,
66,7692,Left of Goal,1,0,0,0,0,0,0,None,Middle,3,0,0,0,0,0,0,0,None,None,None,0,0,0,red,
67,548,Inline with Goal,1,0,0,4,0,0,0,None,Goal Side Middle,0,10,0,0,0,0,0,0,Light,None,Hang,1,0,1,red,
68,33,Inline with Goal,1,0,0,2,0,0,0,None,Middle,0,0,2,5,0,0,0,0,None,None,Hang,1,0,0,red,
69,4854,Left of Goal,1,0,0,0,0,0,0,None,Middle,0,0,0,0,0,0,0,0,None,None,Park,0,0,0,red,
70,7145,Left of Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,0,0,0,0,0,0,0,None,None,Park,0,1,1,red,
71,5214,Left of Goal,1,0,0,0,0,0,0,None,Goal Side Middle,3,0,0,0,0,0,0,0,None,None,Park,1,0,3,red,
72,7865,Left of Goal,0,0,0,0,0,0,0,None,Auto Line,0,0,0,0,0,0,0,0,Light,None,Hang,1,3,1,red,
73,1481,Left of Goal,1,0,2,1,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,None,None,Park,0,0,0,red,
74,4840,Left of Goal,1,0,0,0,0,0,0,None,Auto Line,0,0,0,0,0,0,0,0,Light,None,Park,0,0,0,red,
75,5090,Left of Goal,1,0,0,0,0,0,0,None,Goal Zone,4,0,0,0,0,0,0,0,None,None,Park,0,0,0,red,
76,7191,Left of Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,Light,None,Hang,0,1,0,red,
68,3538,Inline with Goal,1,0,0,3,0,0,0,Alliance Trench,Alliance Trench,0,0,17,0,0,0,0,0,None,None,Hang,1,0,0,blue,
69,7865,Left of Goal,0,0,0,0,0,0,0,None,Auto Line,0,0,0,0,0,0,0,0,Heavy,None,None,0,0,2,blue,
70,7716,Inline with Goal,0,0,0,0,0,0,0,None,Auto Line,0,0,0,0,0,0,0,0,None,None,None,0,0,0,blue,
71,8179,Inline with Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,0,0,0,0,0,0,0,Heavy,None,Hang,1,0,1,blue,
72,4130,Inline with Goal,1,0,0,3,0,0,0,Alliance Trench,Alliance Trench,0,0,12,0,0,0,0,0,None,Light,None,0,0,0,blue,
73,4768,Inline with Goal,1,0,0,2,0,0,0,None,Goal Zone,0,0,1,0,0,0,0,0,None,None,Park,0,0,1,blue,
74,5532,Left of Goal,1,0,0,0,0,0,0,None,Middle,0,0,0,0,0,0,0,0,Light,None,None,1,3,1,blue,
75,4854,Inline with Opposing Trench,1,0,0,0,0,0,0,None,Middle,0,0,0,0,0,0,0,0,Heavy,None,Park,1,0,0,blue,
76,8280,Inline with Alliance Trench,1,0,0,0,0,0,0,None,Goal Side Middle,0,0,0,0,0,0,0,0,Heavy,None,Park,0,0,0,blue,
58,6742,Right of Goal,1,3,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,Light,None,Hang,0,0,1,blue,
59,5756,Left of Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,0,0,0,0,0,0,0,None,None,None,1,0,0,blue,
60,548,Inline with Goal,1,0,0,0,0,0,0,None,Goal Zone,0,15,0,0,0,0,0,0,None,None,Hang,0,0,0,blue,
61,4840,Left of Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,None,None,None,1,0,0,blue,
62,4854,Left of Goal,0,0,0,0,0,0,0,None,Auto Line,0,0,0,0,0,0,0,0,Heavy,None,Park,1,1,1,blue,
63,7692,Left of Goal,1,0,0,0,0,0,0,None,Middle,0,0,0,0,0,0,0,0,Heavy,None,None,1,0,1,blue,
64,3414,Right of Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,0,0,7,0,0,0,0,None,None,Park,0,0,2,blue,
65,7232,Left of Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,0,0,0,0,0,0,0,None,None,Park,0,0,0,blue,
66,5197,Left of Goal,1,0,0,0,0,0,0,None,Middle,0,0,0,0,0,0,0,0,None,None,Park,1,0,0,blue,
67,5695,Left of Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,Heavy,None,Park,0,0,4,blue,
68,247,Inline with Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,0,0,0,0,0,0,0,None,None,None,1,0,0,blue,
53,4758,Left of Goal,0,0,0,0,0,0,0,None,Auto Line,2,0,0,0,0,0,0,0,Light,None,Park,0,0,1,red,
69,240,Right of Goal,1,0,0,3,0,0,0,None,Goal Side Middle,2,0,0,0,0,0,0,0,None,None,Hang,0,0,2,blue,
70,7191,Left of Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,Light,Heavy,Hang,0,0,0,blue,
54,247,Inline with Goal,0,0,0,3,0,0,0,None,Goal Side Middle,0,0,0,0,0,0,0,0,None,Light,Park,0,1,1,red,
55,5577,Inline with Goal,0,0,0,0,0,0,0,None,Auto Line,0,0,1,0,0,0,0,0,None,Light,Park,1,0,1,red,
71,5695,Left of Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,1,0,0,0,0,0,Heavy,None,None,1,0,1,blue,
72,240,Inline with Goal,1,0,0,0,0,0,0,None,Auto Line,0,0,0,0,1,0,0,0,None,None,Hang,0,0,0,blue,
73,5531,Inline with Alliance Trench,0,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,None,None,Park,0,0,1,blue,
56,240,Inline with Goal,1,0,0,3,0,0,0,None,Goal Side Middle,0,0,1,0,0,0,0,0,None,None,Hang,1,0,1,red,
74,247,Inline with Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,None,Light,None,1,3,1,blue,
57,33,Left of Goal,1,0,0,2,0,0,0,None,Middle,0,0,15,0,0,0,0,0,None,None,Park,1,0,1,red,
75,7716,Inline with Goal,0,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,None,None,None,1,0,0,blue,
76,5756,Left of Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,0,0,0,0,0,0,0,None,None,None,0,0,0,blue,
58,4768,Inline with Goal,1,0,0,3,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,None,Heavy,Park,1,0,1,red,
59,5498,Left of Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,2,0,0,0,0,0,None,Light,None,1,0,0,red,
60,8179,Left of Goal,1,0,3,0,0,0,0,None,Goal Side Middle,0,0,2,0,0,0,0,0,None,Light,Park,0,1,1,red,
61,240,Inline with Goal,1,0,0,3,0,0,0,None,Goal Side Middle,0,0,3,0,0,0,0,0,Light,Light,Park,1,0,0,red,
62,7232,Left of Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,0,0,0,0,0,0,0,None,Heavy,Park,1,0,0,red,
63,5531,Inline with Goal,0,0,0,0,0,0,0,None,Auto Line,1,0,1,0,0,0,0,0,None,Heavy,Park,1,0,0,red,
64,6120,Inline with Alliance Trench,1,0,0,0,0,0,0,None,Goal Side Middle,0,2,0,0,0,0,1,0,None,None,Park,1,0,1,red,
65,5756,Left of Goal,1,0,0,0,0,0,0,None,Goal Side Middle,2,0,0,0,0,0,0,0,None,Light,None,0,0,0,red,
66,573,Inline with Goal,1,0,0,3,0,0,0,None,Goal Side Middle,0,0,7,0,0,0,0,0,None,Light,Hang,0,0,0,red,
67,4768,Left of Goal,1,0,0,3,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,None,None,None,1,0,1,red,
68,5532,Left of Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,0,0,0,0,0,0,0,Heavy,None,Hang,1,0,0,red,
69,5531,Left of Goal,0,0,0,0,0,0,0,None,Auto Line,0,0,0,0,0,0,0,0,None,Light,Park,0,0,0,red,
70,548,Inline with Goal,1,0,0,1,0,0,0,None,Goal Side Middle,0,9,0,0,0,0,0,0,None,None,Hang,0,1,1,red,
71,5498,Inline with Goal,1,0,0,2,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,None,Heavy,Park,1,0,3,red,
72,3414,Inline with Goal,1,0,0,3,0,0,0,None,Goal Side Middle,0,0,1,2,0,0,0,0,None,None,None,1,3,1,red,
73,7232,Left of Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,1,0,0,0,0,0,0,Light,None,None,0,0,0,red,
74,6742,Inline with Goal,1,2,0,0,0,0,0,None,Goal Zone,1,0,0,0,0,0,0,0,Light,None,Park,0,0,0,red,
75,835,Left of Goal,1,0,0,0,0,0,0,None,Goal Zone,1,0,0,0,0,0,0,0,None,Light,None,0,0,0,red,
76,5197,Inline with Goal,1,0,0,0,0,0,0,None,Middle,0,0,0,0,0,0,0,0,None,None,None,0,1,0,red,
75,7856,Left of Goal,1,0,0,0,0,0,0,None,Goal Side Middle,0,0,2,0,0,0,0,0,None,None,Park,1,0,0,blue,
76,94,Inline with Goal,1,0,0,0,0,0,0,None,Goal Zone,0,0,0,0,0,0,0,0,None,None,Hang,0,0,0,blue,
